super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count,opeid,institution_name,superopeid_name,multi,longitude,latitude,city,full_opeid,region,fips,cz,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
2314,Saginaw Valley State University,Saginaw,MI,86500,40000,6.3569241,0.25389627,20.318138,0.023475226000000002,1.2916086000000002,0.0014923024,2.133074,2.8416102000000003,958.3333333333335,2314,SAGINAW VALLEY STATE UNIVERSITY,SAGINAW VALLEY STATE UNIVERSITY,0,-83.96427299999999,43.511759999999995,University Center,231400.0,2,26,11900,26017,Bay,48710,5,Selective public,1,1,1,4,2548.2703,4523.2202,0,0,9168,8622.0,8691.0,3608.0,0.3894324853228963,0.3105756358768407,7489.0,54074.185840707956,,,11596.0,0.21349999,37800.0,2445.9373,46497591.0,22798544.0,0.0070831561,0.05808188,0.027482646,0.036549088,8.7064676,14.676617000000002,11.815921000000001,0.12437811,17.910446,13.930348,32.835819,0.0
3823,West Liberty University,Wheeling,WV,72200,36400,8.7068167,0.35296983,14.825795000000001,0.038767412,1.2908548,0.0033754072999999996,0.94708002,-0.049195021,447.16666666666674,3823,WEST LIBERTY UNIVERSITY,WEST LIBERTY UNIVERSITY,0,-80.60225600000001,40.164417,West Liberty,382300.0,3,54,15600,54069,Ohio,26074,5,Selective public,1,1,1,5,2992.1509,4666.2783,0,0,2660,2606.0,6415.0,,0.4136546184738956,0.4192139737991266,6482.0,44877.616071428565,910.0,930.0,9004.0,0.28780001,33200.0,,12760750.0,7946498.0,0.0034535688,0.022256332,0.0053722179,0.0065234075,2.770781,25.440804999999997,15.869017999999999,9.068010300000001,10.831234,1.7632241000000002,34.256927000000005,0.0
7693,Shawnee Community College,Carbondale,IL,48800,22000,24.266954000000002,0.29964694,5.3107915,0.016389729,1.2887672,0.003977288,2.8211793999999997,-4.1799564,256.5,7693,SHAWNEE COMMUNITY COLLEGE,SHAWNEE COMMUNITY COLLEGE,0,-89.03352,37.270198,Ullin,769300.0,2,17,25601,17153,Pulaski,62992,9,Two-year (public and private not-for-profit),1,2,1,999,2189.7068,3969.1824,0,0,1834,1880.0,4380.0,4288.0,0.2803738317757009,0.288659793814433,6519.0,42774.4358974359,,,12387.0,,22000.0,517.2143599999999,7688014.0,4255764.0,0.0090425536,0.16117021,0.013829787,0.0,0.0,8.988763800000001,20.973782999999997,61.797752,2.9962547,1.8726592,0.0,3.3707864
3302,Mount Aloysius College,Altoona,PA,57700,40900,9.4685297,1.1271095,13.609722,0.07669574,1.2886406000000001,0.0072619589000000005,-1.1986313,-11.264565,182.5,3302,MOUNT ALOYSIUS COLLEGE,MOUNT ALOYSIUS COLLEGE,0,-78.600898,40.459679,Cresson,330200.0,1,42,16200,42021,Cambria,16630,6,Selective private,2,1,0,5,3893.3298,4823.1904,0,0,1781,1297.0,20790.0,12580.0,0.3532338308457712,0.7368421052631579,6238.0,42236.6,925.0,,17218.0,0.31240001,36600.0,,8170147.0,4309652.0,0.0046260604,0.033924442,0.01464919,0.00077101,0.0,6.198347099999999,57.851238,15.289254999999999,5.7851238,0.0,14.876033999999999,0.0
8175,Howard Community College,Baltimore,MD,99100,33700,7.7942276,1.2903596000000002,16.52425,0.52131909,1.2879375,0.040632796,1.1772553,2.2348722999999997,818.0,8175,HOWARD COMMUNITY COLLEGE,HOWARD COMMUNITY COLLEGE,0,-76.877964,39.213636,Columbia,817500.0,3,24,11302,24027,Howard,21044,9,Two-year (public and private not-for-profit),1,2,1,999,2952.4731,4706.5239,0,0,9969,5452.0,6244.0,4466.0,0.1500433651344319,0.1342281879194631,6889.0,54202.23711340207,,,7412.0,,37500.0,534.66895,45033950.0,17159716.0,0.085289799,0.17094645,0.028063096000000003,0.029713867,0.0,20.569622,31.012659000000003,32.594936,0.0,10.443038,5.063291099999999,0.31645569
10020,Lewis And Clark Community College,Edwardsville,IL,70500,28100,11.54248,0.16749041,11.158182,0.67702544,1.287931,0.07814552599999999,4.0984364,4.3781953,876.0,10020,LEWIS AND CLARK COMMUNITY COLLEGE,LEWIS AND CLARK COMMUNITY COLLEGE,0,-90.194405,38.951624,Godfrey,1002000.0,2,17,24900,17119,Madison,62035,9,Two-year (public and private not-for-profit),1,2,1,999,1406.4957,2697.3333,0,0,8520,6629.0,7896.0,5468.0,0.1335616438356164,0.1966292134831461,7141.0,51815.475609756104,,,5848.0,,24900.0,,20337714.0,8873676.0,0.0039221602,0.055211946,0.0078443205,0.0037713078999999997,0.0,10.970996000000001,28.373265999999997,33.543503,2.3959646,3.7831019999999995,2.3959646,18.537201
7690,Kankakee Community College,Bourbonnais,IL,72400,29500,11.547808,0.066567264,11.148501,1.014346,1.2874074,0.11713472,8.1525049,11.850060000000001,465.5,7690,KANKAKEE COMMUNITY COLLEGE,KANKAKEE COMMUNITY COLLEGE,0,-87.851047,41.098178000000004,Kankakee,769000.0,2,17,24200,17091,Kankakee,60901,9,Two-year (public and private not-for-profit),1,2,1,999,2199.2698,3210.5017,0,0,3825,3120.0,7707.0,4174.0,0.196969696969697,0.256,6680.0,55093.81481481482,,,4604.0,,27900.0,,12393293.0,8315677.0,0.0044871797,0.1275641,0.02724359,0.00064102566,0.0,21.428572,26.666665999999996,36.904762,3.0952382000000003,4.5238094,0.71428573,6.666666499999999
22,Spokane And Spokane Falls Community Colleges,Spokane,WA,64700,28200,13.165775,0.23516515,9.7777214,0.21809195,1.2873127,0.028713496,0.37195176,-0.54480821,2361.666666666667,3793,SPOKANE COMMUNITY COLLEGE,SPOKANE AND SPOKANE FALLS COMMUNITY COLLEGES,1,-117.36006499999999,47.674034000000006,Spokane,379300.0,4,53,38601,53063,Spokane,99224,9,Two-year (public and private not-for-profit),1,2,1,999,2326.2844,3684.2085,0,0,15586,17639.0,3512.0,1632.0,0.2399011353303218,0.2257015910110287,6227.9404,46734.30698417531,,,5384.9863,,29293.283,0.98440951,27926732.80309252,23578796.98282215,0.020522706,0.025398266,0.022223482000000003,0.011281818,1.6203703999999999,11.851852000000001,16.944445,42.638889,3.4259257000000005,10.324074000000001,0.55555558,12.638888
22,Spokane And Spokane Falls Community Colleges,Spokane,WA,64700,28200,13.165775,0.23516515,9.7777214,0.21809195,1.2873127,0.028713496,0.37195176,-0.54480821,2361.666666666667,9544,SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE AND SPOKANE FALLS COMMUNITY COLLEGES,1,-117.46353799999999,47.676741,Spokane,954400.0,4,53,38601,53063,Spokane,99224,9,Two-year (public and private not-for-profit),1,2,1,999,2326.2844,3684.2085,0,0,15586,17639.0,3512.0,1632.0,0.2399011353303218,0.2257015910110287,6227.9404,46734.30698417531,,,5384.9863,,29293.283,0.98440951,27926732.80309252,23578796.98282215,0.020522706,0.025398266,0.022223482000000003,0.011281818,1.6203703999999999,11.851852000000001,16.944445,42.638889,3.4259257000000005,10.324074000000001,0.55555558,12.638888
3288,Lebanon Valley College,Reading,PA,92700,49000,3.7419307,0.85776317,34.390392,2.5571527,1.2868648,0.09568689,-0.59540623,-0.44333279,355.66666666666674,3288,LEBANON VALLEY COLLEGE,LEBANON VALLEY COLLEGE,0,-76.514431,40.330604,Annville,328800.0,1,42,19100,42075,Lebanon,17003,6,Selective private,2,1,0,3,5894.5166,8020.8228,0,0,1766,2099.0,37470.0,18420.0,0.7311111111111112,0.6794425087108014,7793.0,51379.079545454544,,1095.0,19952.0,0.33140001,46100.0,,15337962.0,11022519.0,0.014038877,0.022678185,0.012419007,0.010259179,16.666666,22.955975,0.94339621,6.2893080999999995,0.0,13.207547,39.937107,0.0
7110,Delaware County Community College,Philadelphia,PA,80800,32100,8.7870369,0.61805189,14.617175,0.42943162,1.2844163999999998,0.037734315,2.3223221,2.6251791,1660.333333333333,7110,DELAWARE COUNTY COMMUNITY COLLEGE,DELAWARE COUNTY COMMUNITY COLLEGE,0,-75.39308,39.966724,Media,711000.0,1,42,19700,42045,Delaware,19063,9,Two-year (public and private not-for-profit),1,2,1,999,2441.7727,3282.3218,0,0,13198,8943.0,8110.0,4215.0,0.136337039204213,0.1268796992481203,8194.0,64511.967741935485,,,8265.0,,35500.0,60.184391000000005,35668887.0,22442680.0,0.029073019,0.11729845,0.010511015,0.020686571,2.5485437,15.291262,21.966019,23.786407,16.747572,8.1310682,9.7087383,1.8203883
1805,Indiana Institute Of Technology,Fort Wayne,IN,67800,40700,10.40217,0.07129553,12.347483,0.072775833,1.2844062,0.0075702658,7.6570539,8.9939098,147.5,1805,INDIANA INSTITUTE OF TECHNOLOGY,INDIANA INSTITUTE OF TECHNOLOGY,0,-85.116479,41.078365000000005,Fort Wayne,180500.0,2,18,14100,18003,Allen,46803,6,Selective private,2,1,0,4,2031.7191,2411.7769,0,0,5717,2293.0,24860.0,13648.0,0.3617747440273038,0.8796992481203008,6965.0,46442.0,940.0,,22121.0,0.2775,41100.0,,11233532.0,3854041.5,0.0034113061,0.089181289,0.013157895,0.0053606238,0.0,88.294312,2.0066891,0.0,0.0,9.6989965,0.0,0.0
1919,Garden City Community College,Garden City,KS,58000,32100,14.519116,0.24946542,8.8346481,0.016251182,1.2827128,0.0023595279,-2.9419188,-2.9198976,438.66666666666674,1919,GARDEN CITY COMMUNITY COLLEGE,GARDEN CITY COMMUNITY COLLEGE,0,-100.84808199999999,37.970151,Garden City,191900.0,2,20,31001,20055,Finney,67846,9,Two-year (public and private not-for-profit),1,2,1,999,2714.7437,3876.2817,0,0,1997,2107.0,2720.0,1408.0,0.3340909090909091,0.3585858585858586,5854.0,41889.86666666667,,,3522.0,,32100.0,2030.5244,8266015.0,6540301.0,0.025154247999999997,0.046511628,0.1680114,0.0023730423000000002,1.6129031999999999,13.306451999999998,11.693548,25.0,4.4354839,16.129032000000002,22.983871,4.8387098
2482,Maryville University Of Saint Louis,St. Louis,MO,92900,44600,5.068872,1.2286888,25.292572,0.005346457,1.2820481000000001,0.00027100506000000003,-0.79641008,-5.4948115,256.0,2482,MARYVILLE UNIVERSITY OF SAINT LOUIS,MARYVILLE UNIVERSITY OF SAINT LOUIS,0,-90.50599799999999,38.644774,Saint Louis,248200.0,2,29,24701,29189,St Louis,63141,6,Selective private,2,1,0,3,3889.2014,5405.8672,0,0,2829,3055.0,25884.0,13000.0,0.6734693877551021,0.6540540540540539,7411.0,48297.75609756097,1045.0,1120.0,22365.0,0.23890001,44500.0,,21494241.0,8462805.0,0.014380101000000001,0.047026817,0.0073843761,0.036921881000000004,8.080807700000001,35.353535,23.838385,1.8181817999999998,1.6161616,5.0505052,24.242424,0.0
3505,Maryville College,Knoxville,TN,84900,37700,7.8739405,1.0920705,16.281218,0.061380286,1.2819733999999998,0.0048330473,-1.8816199,-2.5993836,213.66666666666669,3505,MARYVILLE COLLEGE,MARYVILLE COLLEGE,0,-83.964223,35.751505,Maryville,350500.0,3,47,302,47009,Blount,37804,6,Selective private,2,1,0,3,4765.5313,6550.5698,0,0,1168,982.0,31754.0,16649.0,0.5583596214511041,0.6447876447876448,6508.0,44801.711864406774,985.0,1090.0,10644.0,0.27410001,36500.0,,8390484.0,4791175.0,0.009164969399999999,0.053971488,0.035641547,0.029531567999999998,12.254902000000001,24.019607999999998,1.4705882,2.9411764,2.4509804,23.039215,33.823528,0.0
7119,Rend Lake College,Centralia,IL,57700,28000,17.610392,0.13690653,7.2762994999999995,0.29608583,1.2813848,0.052141875,-0.57527542,-0.81143546,618.3333333333334,7119,REND LAKE COLLEGE,REND LAKE COLLEGE,0,-88.918283,38.131481,Ina,711900.0,2,17,25500,17081,Jefferson,62846,9,Two-year (public and private not-for-profit),1,2,1,999,1936.236,2290.6807,0,0,2714,2739.0,4605.0,7392.0,0.5122171945701357,0.3317384370015949,5802.0,43927.30263157895,,,4685.0,,26200.0,,9119084.0,6289056.0,0.0065717413,0.067907996,0.011317998999999999,0.00036509676,0.0,12.343096000000001,22.594143,34.937236999999996,1.6736401,12.761505999999999,0.0,15.690376
1515,Rollins College,Orlando,FL,120800,42800,5.6338573,15.993068,22.720667000000002,1.3929088,1.28005,0.078474492,0.90537751,-1.5698228,401.66666666666674,1515,ROLLINS COLLEGE,ROLLINS COLLEGE,0,-81.349239,28.592787,Winter Park,151500.0,3,12,7400,12095,Orange,32789,4,Highly selective private,2,1,0,2,6378.5791,10779.733999999999,0,0,2608,3553.0,43080.0,22868.0,0.6704761904761904,0.5980861244019139,7767.0,62427.375,,1170.0,24545.0,0.4111,42200.0,,34359000.0,21082346.0,0.023264011,0.047232993,0.069087066,0.035600986,17.293232,6.954887400000001,0.75187969,10.150375,0.0,7.1428571,57.706764,0.0
1903,Baker University,Topeka,KS,96200,45800,3.4607053,1.0814402,36.957122999999996,0.0,1.278977,0.0,2.0971541,0.15022588,190.33333333333331,1903,BAKER UNIVERSITY,BAKER UNIVERSITY,0,-95.188231,38.777278,Baldwin City,190300.0,2,20,29204,20045,Douglas,66006,6,Selective private,2,1,0,4,14562.046999999999,3618.5986,0,0,1897,828.0,26290.0,12300.0,0.52,0.5736842105263158,5758.0,43772.78125,982.5,,14556.0,0.131,48900.0,,11272425.0,11321809.0,0.010869565,0.04227053,0.020531401,0.0036231884999999996,6.7073174,31.097561,0.0,0.0,0.0,14.024389999999999,48.170730999999996,0.0
2945,Meredith College,Raleigh,NC,107700,35500,3.9217689,5.0270095,32.593243,2.1676578999999996,1.2782316,0.085010529,2.8124123,3.8943682,366.33333333333326,2945,MEREDITH COLLEGE,MEREDITH COLLEGE,0,-78.689995,35.799351,Raleigh,294500.0,3,37,1701,37183,Wake,27607,6,Selective private,2,1,0,4,6704.8799,8205.8848,0,0,1571,2595.0,32140.0,9840.0,0.6241900647948164,0.6737400530503979,6925.0,49226.914893617024,,1050.0,20179.0,0.3768,38400.0,,16163181.0,18061444.0,0.014391447,0.058799341,0.014802632,0.01069079,26.525821999999998,34.507042,0.0,2.5821595,6.8075118,8.920188000000001,20.657276,0.0
1616,Boise State University,Boise City,ID,77100,31900,7.4792609,0.62516111,17.081920999999998,0.57301933,1.2776014999999998,0.04285761,-1.775942,-7.395461999999999,2367.666666666667,1616,BOISE STATE UNIVERSITY,BOISE STATE UNIVERSITY,0,-116.203301,43.604284,Boise,161600.0,4,16,35801,16001,Ada,83725,5,Selective public,1,1,1,5,3627.4741,4604.4639,0,0,19026,16287.0,6641.0,2450.0,0.4122216468151217,0.31158714703018503,6905.0,53350.95564516129,1025.0,1005.0,11769.0,0.2234,35300.0,2584.8752,96220891.0,64031592.0,0.02195717,0.01063974,0.046625099999999996,0.01206289,7.944644,19.733470999999998,17.375706,5.0230651,4.7155304000000005,12.250128,25.371605,7.585853599999999
1361,Northeastern Junior College,Sterling,CO,61100,31600,13.535510999999998,0.17082356,9.4353523,0.54113835,1.2771231,0.073245838,-2.5851495,-6.0406218,369.0,1361,NORTHEASTERN JUNIOR COLLEGE,NORTHEASTERN JUNIOR COLLEGE,0,-103.19732900000001,40.637215000000005,Sterling,136100.0,4,8,28301,8075,Logan,80751,9,Two-year (public and private not-for-profit),1,2,1,999,1161.2417,3526.6555,0,0,1962,3670.0,3394.0,1943.0,0.3587223587223588,0.3558718861209965,5021.0,32059.180851063833,,,9416.0,,34200.0,,5647446.0,5100620.0,0.005722071,0.011171661999999999,0.051226158,0.0005449591599999999,0.0,11.612903999999999,7.096774099999999,46.451614,4.1935482,22.580645,0.0,8.064516099999999
8403,Indian Hills Community College,Ottumwa,IA,59600,32500,13.732439000000001,0.10147192,9.2958746,0.0,1.2765503,0.0,0.60921693,-1.0547559,927.0,8403,INDIAN HILLS COMMUNITY COLLEGE,INDIAN HILLS COMMUNITY COLLEGE,0,-92.394736,41.045105,Ottumwa,840300.0,2,19,22300,19179,Wapello,52501,9,Two-year (public and private not-for-profit),1,2,1,999,3848.3743,5112.8003,0,0,4604,3615.0,3720.0,1920.0,0.21415770609319001,0.5475841874084919,5567.0,39603.073770491814,,,9443.0,,31500.0,353.82434,25216128.0,13332793.0,0.0077455048,0.0096818814,0.0088520059,0.011341631999999999,0.0,19.576271,15.084745000000002,30.169490999999997,2.4576271,10.593221,0.0,22.118645
7988,Martin Community College,Washington,NC,37700,22200,36.277640999999996,0.018411181999999998,3.5162964,0.022107078,1.2756294,0.008019926,-12.900458,-0.83018106,103.3333333333333,7988,MARTIN COMMUNITY COLLEGE,MARTIN COMMUNITY COLLEGE,0,-77.094913,35.836304,Williamston,798800.0,3,37,2100,37117,Martin,27892,9,Two-year (public and private not-for-profit),1,2,1,999,4472.9351,5211.8315,0,0,799,666.0,2238.0,918.0,0.0797101449275362,0.2327586206896552,4693.0,31511.61290322581,,,4318.0,,21800.0,122.84685,3928982.0,3306300.0,0.0015015014999999999,0.52402401,0.0030030030999999998,0.0,0.0,34.722221000000005,32.638889,4.8611112,0.0,2.7777777,0.0,25.0
3328,West Chester University Of Pennsylvania,Philadelphia,PA,102700,47500,4.2028327,1.0467319,30.296284000000004,0.82857621,1.2733021,0.034823671,-0.91816765,-4.3407989,1921.333333333333,3328,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,0,-75.59812,39.953398,West Chester,332800.0,1,42,19700,42029,Chester,19383,5,Selective public,1,1,1,4,4434.4873,6302.2764,0,0,13711,12272.0,9144.0,4630.0,0.6864450127877237,0.5715268225584594,8909.0,69712.29253112033,1075.0,1045.0,16581.0,0.4844,46500.0,708.29742,92255883.0,56364540.0,0.017628826,0.07816737900000001,0.017919412,0.0035838821999999997,13.553329000000002,15.439010999999999,8.898055099999999,10.017678,8.3087807,6.658809700000001,37.124336,0.0
2559,Peru State College,Nebraska City,NE,64600,36000,9.5110502,0.37761885,13.374622,0.0,1.2720671000000001,0.0,-0.47119501,-5.3265972,160.33333333333331,2559,PERU STATE COLLEGE,PERU STATE COLLEGE,0,-95.732731,40.474689,Peru,255900.0,2,31,28102,31127,Nemaha,68421,5,Selective public,1,1,1,5,2357.9729,2758.4678,0,0,2158,1698.0,5922.0,2379.0,0.4010152284263959,0.30493273542600896,6725.0,44127.95,,,10158.0,,35800.0,,6527003.0,3979482.0,0.0040677967,0.022372881,0.012881356000000002,0.010847458,2.7149322,38.009048,0.0,16.742081,0.0,0.90497738,41.62896,0.0
3760,Virginia Western Community College,Roanoke,VA,66800,28400,11.62115,0.36436686,10.935054,0.0092982827,1.2707788999999998,0.0010805673,0.76972044,1.3218546999999998,903.0,3760,VIRGINIA WESTERN COMMUNITY COLLEGE,VIRGINIA WESTERN COMMUNITY COLLEGE,0,-79.973011,37.245028999999995,Roanoke,376000.0,3,51,16600,51770,Roanoke City,24015,9,Two-year (public and private not-for-profit),1,2,1,999,1317.8547,2475.5398,0,0,8654,7307.0,4174.0,1178.0,0.22334455667789002,0.1261261261261261,6260.0,46523.65853658537,,,6252.0,,28900.0,,18772437.0,10564448.0,0.022033667000000003,0.098125085,0.0084850146,0.0031476665999999997,0.0,27.631578,28.007519,21.992481,4.5112782,7.7067671,8.2706766,1.8796992
1928,Kansas State University,Manhattan,KS,92100,45600,4.2821655,1.329574,29.634115,0.40979254,1.2689818000000002,0.017547995,-0.79834396,-3.9916720000000003,3714.333333333334,1928,KANSAS STATE UNIVERSITY,KANSAS STATE UNIVERSITY,0,-96.58107700000001,39.188648,Manhattan,192800.0,2,20,29203,20161,Riley,66506,5,Selective public,1,1,1,5,5015.604,8459.4307,0,0,20169,21929.0,9034.0,2781.0,0.6004306367271609,0.5516598284222305,8154.0,58864.39556592765,,,13078.0,0.040899999,43300.0,,193346991.0,114257280.0,0.013368398,0.029640587000000003,0.023887792999999997,0.012327416,5.3181677,25.361204,2.3977866000000003,3.2585306,1.0759299,36.059021,25.299723,1.2296341999999998
6938,Linn-Benton Community College,Eugene,OR,71900,28400,11.065168,0.52187628,11.462402,0.263221,1.2683342,0.029125847000000003,1.1145413999999998,-1.3434597,1113.333333333333,6938,LINN-BENTON COMMUNITY COLLEGE,LINN-BENTON COMMUNITY COLLEGE,0,-123.11403,44.587663,Albany,693800.0,4,41,38901,41043,Linn,97321,9,Two-year (public and private not-for-profit),1,2,1,999,4953.1411,5167.3081,0,0,5617,4443.0,4137.0,1710.0,0.1602739726027397,0.1666666666666667,7426.0,45785.68715083799,,,8032.0,,31500.0,421.92852999999997,30945747.0,21883196.0,0.030384876,0.0076524871,0.029484582999999998,0.0083277067,0.0,20.90032,12.057878,32.797428000000004,3.2154341,18.649519,3.8585207,8.5209007
10684,Erie Community College,Buffalo,NY,72400,30900,12.134389,0.28572693,10.450539,0.22196190000000002,1.2681091,0.02693372,4.7722468000000005,6.5076194,2363.666666666667,10684,ERIE COMMUNITY COLLEGE,ERIE COMMUNITY COLLEGE,0,-78.872679,42.881771,Buffalo,1068400.0,1,36,18000,36029,Erie,14203,9,Two-year (public and private not-for-profit),1,2,1,999,,3806.7383,0,0,13649,,4888.0,,0.2373064458048253,,6348.0,,,,3111.0,,31800.0,,51213718.0,,,,,,,,,,,,,
3956,Dalton State College,Rome,GA,63500,29700,11.866969000000001,0.61358273,10.684205,0.0,1.2678913,0.0,4.281053099999999,9.8854771,719.6666666666665,3956,DALTON STATE COLLEGE,DALTON STATE COLLEGE,0,-85.002775,34.774221000000004,Dalton,395600.0,3,13,6600,13313,Whitfield,30720,7,Nonselective four-year public,1,1,1,999,3177.7585,3135.8394,0,0,5015,3137.0,3355.0,1456.0,0.2327586206896551,,5160.0,48547.92982456142,,,4611.0,,30400.0,2815.4976,16450522.0,10442836.0,0.011475933,0.024226968999999998,0.024864521,0.0089257248,0.0,19.827587,22.413794,46.551722999999996,0.0,7.183908,0.0,4.0229883
3691,Middlebury College,Burlington,VT,219600,61800,2.3217955000000003,21.107145000000003,54.600014,7.4344500999999985,1.2677006000000002,0.17261273,0.38808295,1.7281631000000002,589.6666666666666,3691,MIDDLEBURY COLLEGE,MIDDLEBURY COLLEGE,0,-73.176068,44.009116999999996,Middlebury,369100.0,1,50,20200,50001,Addison,5753,2,Other elite schools (public and private),2,1,0,1,15662.496000000001,27825.463,0,0,2517,2965.0,45957.312999999995,19550.0,0.93603744149766,0.9001956947162427,10587.2,68925.14137931034,1365.0,,7357.0,0.82840002,53400.0,,67066786.0,41813406.5,0.035844008999999996,0.015893098,0.035844008999999996,0.088229559,29.320988,0.0,0.0,1.6975308999999998,0.92592591,19.598766,48.456787,0.0
3116,University Of Rio Grande,Athens,OH,60300,27900,15.158608,0.3823643,8.3491344,0.027169432,1.2656126,0.0041185077,5.7207217,9.1454973,356.33333333333326,3116,UNIVERSITY OF RIO GRANDE,UNIVERSITY OF RIO GRANDE,0,-82.378852,38.881764000000004,Rio Grande,311600.0,2,39,15800,39053,Gallia,45674,6,Selective private,2,1,0,5,4350.4404,4985.7261,0,0,2206,2107.0,21930.0,8856.0,0.4521072796934866,0.625,5976.0,48305.225,,,26195.0,,31800.0,,11161683.0,8218504.5,0.0025853154,0.012926577,0.0031023784999999996,0.023784902000000004,3.3333333,22.121212,18.484848,2.7272727000000003,3.939394,7.575758,34.545456,7.272727499999999
2160,Lesley University,Boston,MA,96100,29500,7.769319500000001,3.3589589999999996,16.269442,0.014081518999999999,1.264025,0.0010940381,-3.1073651,-8.865853300000001,251.0,2160,LESLEY UNIVERSITY,LESLEY UNIVERSITY,0,-71.117303,42.38012,Cambridge,216000.0,1,25,20500,25017,Middlesex,2138,6,Selective private,2,1,0,3,4645.9126,6362.4888,0,0,1948,6840.0,24375.0,16455.0,0.4602272727272727,0.4720496894409938,7838.0,55380.3185840708,1085.0,1015.0,27727.0,0.3251,36700.0,,37970558.0,30319148.0,0.041973908,0.05331820599999999,0.043675553,0.02722632,0.0,33.496334000000004,14.669927,33.496334000000004,0.0,0.0,18.337408,0.0
2227,"Wheaton College of Norton, MA",Providence,MA,117300,46600,3.6437019999999998,6.888503599999999,34.690585999999996,2.4730383999999996,1.2640215,0.09011015300000001,1.2777061,-0.11387705,369.0,2227,WHEATON COLLEGE,"WHEATON COLLEGE OF NORTON, MA",0,-71.18397900000001,41.966637,Norton,222700.0,1,25,20401,25005,Bristol,2766,4,Highly selective private,2,1,0,2,7624.2773,14140.552,0,0,1654,1474.0,46423.0,24450.0,0.7559808612440191,0.703370786516854,9037.0,63721.79166666666,,,19202.0,0.3263,46400.0,,25256255.0,12397405.0,0.01899593,0.040705562,0.03256445,0.023744911,29.618769,0.0,0.0,7.6246333,0.0,10.263929,52.492668,0.0
2227,"Wheaton College of Norton, MA",Providence,MA,117300,46600,3.6437019999999998,6.888503599999999,34.690585999999996,2.4730383999999996,1.2640215,0.09011015300000001,1.2777061,-0.11387705,369.0,2227,WHEATON COLLEGE,"WHEATON COLLEGE OF NORTON, MA",0,-88.099643,41.870176,Wheaton,178100.0,1,25,20401,25005,Bristol,2766,4,Highly selective private,2,1,0,2,7624.2773,14140.552,0,0,1654,1474.0,46423.0,24450.0,0.7559808612440191,0.703370786516854,9037.0,63721.79166666666,,,19202.0,0.3263,46400.0,,25256255.0,12397405.0,0.01899593,0.040705562,0.03256445,0.023744911,29.618769,0.0,0.0,7.6246333,0.0,10.263929,52.492668,0.0
11672,Mendocino College,Santa Rosa,CA,51900,21400,20.9736,0.44763595,6.0223365,0.0042102798,1.2631006999999999,0.00088304724,-1.8284101000000001,-3.3609786,482.0,11672,MENDOCINO COLLEGE,MENDOCINO COLLEGE,0,-123.22880900000001,39.188989,Ukiah,1167200.0,4,6,37700,6045,Mendocino,95482,9,Two-year (public and private not-for-profit),1,2,1,999,1706.484,3423.9702,0,0,3729,4463.0,1422.0,346.0,0.1796407185628743,0.344,8180.0,64862.83018867925,,,8453.0,,23500.0,783.67041,9968818.0,6409668.0,0.022182387999999997,0.012547613999999999,0.097916201,0.00022406452999999997,1.1320755,32.07547,5.2830191,48.301888,1.8867923999999998,5.6603775,2.2641508999999997,3.3962263999999998
1589,Reinhardt University,Atlanta,GA,101500,31100,5.163977099999999,2.5250447,24.447083,0.049539074,1.2624419,0.0025581864,5.355886900000001,7.8689756,174.5,1589,REINHARDT UNIVERSITY,REINHARDT UNIVERSITY,0,-84.554264,34.319756,Waleska,158900.0,3,13,9100,13057,Cherokee,30183,6,Selective private,2,1,0,4,4178.3589,5654.4453,0,0,1217,1108.0,19196.0,8250.0,0.2820512820512821,0.5263157894736842,5710.0,41240.8125,992.5,,17738.0,0.486,35400.0,,6679480.0,5181422.5,0.0090252711,0.034296028,0.008122744,0.03700361,3.5502958,39.64497,0.59171599,14.201182999999999,2.9585798,5.9171596,33.136097,0.0
